Token,Type,0-apple/apple_1_1_188,0-ball/ball_1_2_185,0-banana/banana_2_4_195,0-bell_pepper/bell_pepper_1_4_138,0-binder/binder_3_2_50,0-bowl/bowl_1_1_179,0-calculator/calculator_3_4_11,0-camera/camera_2_1_72,0-cap/cap_4_2_163,0-cell_phone/cell_phone_1_2_110,0-cereal_box/cereal_box_2_4_33,0-coffee_mug/coffee_mug_3_2_160,0-comb/comb_1_4_193,0-dry_battery/dry_battery_1_1_65,0-flashlight/flashlight_3_1_142,0-food_bag/food_bag_1_2_138,0-food_box/food_box_5_2_134,0-food_can/food_can_10_4_167,0-food_cup/food_cup_2_2_74,0-food_jar/food_jar_3_4_80,0-garlic/garlic_7_1_74,0-glue_stick/glue_stick_1_4_146,0-greens/greens_1_2_89,0-hand_towel/hand_towel_4_4_38,0-instant_noodles/instant_noodles_1_1_119,0-keyboard/keyboard_5_4_130,0-kleenex/kleenex_3_4_214,0-lemon/lemon_2_4_188,0-lightbulb/lightbulb_4_1_36,0-lime/lime_4_1_15,0-marker/marker_4_1_75,0-mushroom/mushroom_3_2_154,0-notebook/notebook_2_1_170,0-onion/onion_4_2_44,0-orange/orange_3_1_145,0-peach/peach_3_2_234,0-pear/pear_2_4_64,0-pitcher/pitcher_2_1_44,0-plate/plate_6_1_64,0-pliers/pliers_4_1_184,0-potato/potato_5_1_106,0-rubber_eraser/rubber_eraser_3_4_143,0-scissors/scissors_3_4_107,0-shampoo/shampoo_6_1_230,0-soda_can/soda_can_3_4_5,0-sponge/sponge_5_4_261,0-stapler/stapler_3_4_88,0-tomato/tomato_1_4_101,0-toothbrush/toothbrush_4_2_39,0-toothpaste/toothpaste_1_4_71,0-water_bottle/water_bottle_7_1_97
cup,object,1.5983548515328754e-10,1.2045756311573233e-34,6.286457998852725e-26,7.064598800258865e-21,1.4472085951094267e-27,0.9530255347562085,2.3435172362127867e-38,3.558339489458488e-16,2.689143331366527e-07,1.379989795025299e-30,5.111180061011863e-24,0.04534967104916754,4.801817001018821e-09,5.087645794585785e-39,1.7715027804618897e-09,1.5812738611735328e-19,1.7704729941632466e-05,1.7458870714420745e-09,0.00011718094587325887,1.7762838019784212e-20,0.009180472596425154,8.325838530459676e-11,4.5519098507241215e-18,1.6457285175745698e-23,1.8158696973865703e-23,1.3520252168161129e-48,2.1730763697477756e-27,1.8301721735895115e-08,8.455791269435305e-26,1.3520285143213003e-50,6.644582216281923e-14,0.025174322128046045,4.589295723142983e-16,2.5506691070948772e-08,2.0511029359966888e-20,6.420742498074799e-12,4.379718070667971e-22,7.483761983410429e-22,0.040833817324884364,2.379721178608678e-06,0.019980853514432823,0.00018564308093723392,1.2751261406819758e-28,4.999557784921434e-32,7.984261343086179e-13,9.125836375986862e-19,3.0159764461648895e-34,1.6723102749117088e-32,5.621884706265924e-10,2.310183082685047e-46,1.4216479022828762e-13
dark,object,0.9999080890353816,7.322155922017746e-18,1.366753367708443e-37,7.288615084911057e-35,1.3049260283922093e-11,1.1304624805903827e-08,2.4304173084020286e-24,1.4800525964919193e-06,1.7811587037407836e-19,1.1295689572209166e-12,6.507101326568127e-13,0.0014851314818104962,6.57064196958725e-18,3.6208602680618505e-18,0.20744924945170454,3.56659236602924e-26,1.6420439502409532e-13,2.0428580895431613e-18,1.7872559768695738e-71,4.160461454944777e-07,2.179590724899876e-26,1.971977741083731e-23,3.919373514316769e-34,4.067088595399325e-05,5.033976992175924e-21,1.3006537730093645e-34,6.798155828314463e-22,2.883271357156383e-12,3.581581925476492e-29,8.154024870030904e-27,1.9999828128944908e-07,1.533327714281563e-34,5.968811702044479e-06,7.223323497114681e-25,4.465146870979409e-37,2.3425461601523117e-29,4.7126389129902776e-08,1.8070851249515215e-17,4.9835280021947016e-14,0.004576829438702385,8.974206040182323e-21,2.332932003958248e-13,1.995907154840135e-05,1.3330109363611974e-32,6.598691850444032e-07,0.00015383371960355773,2.6367805065671765e-32,3.164065914406611e-27,2.520797034321022e-14,1.2656133052584154e-26,3.564960886932749e-28
delicious,object,0.9999906646135512,1.117822637482251e-10,4.229322781366512e-05,1.3151228237534546e-13,3.4685634363441544e-21,2.927474571225671e-09,7.487353956000588e-11,3.1645557788897404e-11,2.478597470504873e-09,7.251781143280779e-13,8.770813388752032e-17,2.721330646630887e-12,9.053911132510585e-14,8.51608354344434e-15,4.581957611562993e-06,3.281631146512363e-13,1.5373972167170012e-11,3.3515213369230984e-09,9.032427618207464e-13,0.006117212731965817,5.4323570252254015e-12,9.065315041889462e-07,8.68101251100617e-15,3.913127669216407e-06,4.6665261040842544e-11,1.5813604826500248e-06,2.450410744945745e-10,5.909726416805206e-06,2.113691203304915e-28,1.583677151221917e-14,1.8916159268490974e-06,1.3093603554023255e-19,0.00038622736795965824,5.256519175086168e-15,3.4944997288140826e-21,5.253164436661289e-08,0.9999999995905644,1.518442151083817e-12,5.2796130668484964e-05,4.7313102129660484e-07,0.011964643316366699,1.1274659614574424e-09,6.016833731676555e-17,9.464869906927961e-12,2.4036814027993624e-08,1.4037978851627434e-13,7.809871905509398e-15,1.566707933938321e-14,2.040035334299764e-13,2.951796841723898e-17,6.401421711815202e-19
diet,object,3.0334406354351855e-05,4.17695424115666e-06,1.143729593113901e-08,1.6475371371553857e-06,3.0622780135244525e-07,1.5657027403599709e-06,1.0522979922523504e-06,0.0002318335454985317,1.5967666231754208e-05,3.9366687859923294e-07,4.028091344458292e-10,4.705186259049955e-08,0.0004783524521537884,8.690950748925306e-06,0.021823011841299943,2.3381817555682553e-08,3.003767604321353e-06,0.0013751185453779293,4.142250256836547e-13,6.273223558375301e-05,0.00014978768870269822,0.00014646741995080032,2.0689161982000833e-07,0.0001390162363342589,1.2314119697455036e-06,8.473410403186583e-08,1.1348873169059645e-06,0.00010922257464104477,5.885068911361029e-09,1.7709453390801444e-09,8.284265040658255e-05,2.561097248500646e-07,0.0005703447003632516,0.00011456028588475925,1.1285542492745717e-05,3.468563272819967e-08,0.00024852850296223374,0.00037976436934029044,8.294819703141886e-05,4.597846678732613e-05,2.0450427888023887e-05,0.0007205136051678178,3.509505980663972e-09,2.801312223775604e-10,0.9999999919041548,6.1596610245976204e-06,3.1499507847613654e-09,0.00095370825833302,2.1427703396679042e-06,7.458133525481752e-08,3.1937376523909615e-07
digital,object,6.487150085155922e-07,0.005742703641748467,5.565181003848905e-14,2.2092470853198275e-07,8.871432757206771e-12,5.132303599963479e-06,3.5751407517858776e-06,0.9999279401265191,1.9026795091436302e-10,1.2207438571441484e-05,1.6974905099709325e-10,3.6336160824875826e-06,3.7186847010026096e-09,8.827598891001561e-05,0.672612501816944,6.308862110247334e-11,1.4158147448807754e-07,2.2971433351125446e-06,2.4250023326641148e-15,0.00014697751942949113,2.755589691164387e-05,0.00019951399416917243,8.671648071532959e-06,3.2658318781792926e-05,9.001611388881697e-09,2.0183709782972768e-10,8.744961229303344e-08,4.8202782376036295e-06,0.0014355832697346218,6.975598337907257e-10,3.097736547018461e-06,2.6043380049821435e-05,7.144305517933326e-06,1.8258350943913683e-07,8.443802765322865e-06,2.877911909808592e-09,1.8795450380024368e-06,2.0676249485609617e-05,6.471742844018617e-05,6.7225622632787025e-06,2.3056485632405377e-05,1.2887754676652974e-05,6.136767762597213e-08,5.109672232477614e-16,0.00019152258346760836,0.00013469885251706087,0.00015038803584223803,0.00011228537288632663,3.448240061783101e-07,1.0182660930305042e-12,4.893568371410376e-10
dish,object,4.491800719875623e-22,1.1697191944468974e-15,1.713462341135068e-18,9.394792255039444e-12,4.3123316643686898e-19,0.9999219584810705,5.352701941140349e-13,1.588881703476836e-14,9.836145954595027e-38,1.1471706347432487e-07,6.716865459960098e-16,6.559707757039455e-12,6.475973891065081e-17,4.4539953575350516e-10,5.590521334448501e-07,5.758347039776273e-29,2.020007556384351e-08,1.5449282566930513e-08,2.3816358717440967e-09,0.000282474517375151,1.1425708826762617e-05,0.00047240882606793856,0.976625801302452,1.7385705888705263e-09,3.57744498615808e-14,3.715846122907819e-24,3.3002336198473747e-09,2.8803596136212225e-07,8.935247125316656e-40,4.4644213822496e-22,2.280016337671313e-06,1.0053847449377266e-22,1.035090365656754e-07,2.811560262025483e-22,7.128246896378543e-18,1.0539881862436512e-18,3.962486509287456e-08,2.214442040409399e-19,0.0017562200010587158,0.003364816716123665,1.0463549282046828e-16,3.488198878401069e-07,5.770238877123676e-16,3.9891565223445104e-25,1.8503475730525817e-06,0.9992646565246147,4.198782464169372e-12,2.1836606367741836e-09,1.3812804713747405e-18,1.2102609465100752e-22,3.6027177622977395e-27
dr,object,1.932792516597917e-05,3.430512200592397e-05,7.729483635378809e-09,0.0002905593134946661,3.3665293439420293e-07,1.269399786410031e-06,2.8199948725094274e-06,0.018633022660171812,9.85514936911686e-06,1.7776313791205408e-06,2.1897071855133967e-10,2.1649956835158506e-08,2.0911267447509753e-05,1.7872498189020196e-05,0.017062477429740253,1.1516114928831609e-08,1.4216535892067567e-06,0.07129475449658969,2.4720218642418918e-12,9.000702278053803e-05,0.0003502172017454208,0.0014300310755479583,7.925700723886028e-07,0.00011113146226798766,8.20399909424135e-07,1.6531483947066016e-08,5.9166296324423e-07,5.2622423735559904e-05,7.451935900105884e-08,5.3301996334283665e-09,9.640627396631444e-05,1.3252742019232311e-06,0.0004606468092528991,0.00010539297583782607,6.270993590146153e-05,5.144200628459551e-08,0.0002143363171384133,0.0003021286622898067,6.365639294429436e-05,5.134314922755884e-05,3.904192574039385e-05,0.0010325637960170633,2.577002623133921e-09,2.3016817470001833e-11,0.9999999983932646,3.1678184368736956e-05,3.1776995542617866e-07,0.0013784832899615864,2.83986877421089e-06,4.58099280827519e-08,2.204270520569271e-07
drink,object,4.702179730385291e-17,5.525538446060315e-08,2.298676272633044e-24,2.6265994958536677e-20,2.4752728873336213e-15,1.704794480930308e-11,1.0786700174344197e-08,8.825671672750648e-05,4.047518960322245e-10,1.5743039205483808e-12,4.1029927701359305e-15,1.9178850000783387e-25,6.08311042780935e-17,0.00104690880800635,0.001283620440611397,1.5702423659231214e-19,1.4633649447834718e-13,1.1634235587827332e-08,2.848756308958597e-32,7.72467702904244e-07,1.0075048457212046e-10,2.0590753186683527e-09,2.4443409879192373e-25,1.6923910272860687e-18,1.0936323561751343e-11,4.120231000976782e-33,2.6295538386994232e-25,6.990390474797088e-06,7.86474513154904e-08,7.735974888218597e-17,5.62461991477834e-11,1.7380971654619637e-09,1.0760807586663702e-22,3.396415165338566e-07,0.00011709920432612434,9.439034964463733e-19,2.8113440593463807e-08,5.7869877982232943e-08,8.05906325156402e-09,7.932744608545658e-08,1.9466745589114422e-08,9.516512851726066e-06,4.2388985089710334e-12,1.443029185635734e-06,0.999999998804364,9.41942582238618e-08,2.046999891648153e-17,0.00058071033494933,3.0413577135899365e-14,4.5058791204846256e-20,1.1205186639755312e-06
dry,object,2.3836340709704173e-33,2.9289496816625264e-57,9.789902528186215e-71,1.7723382102035388e-17,8.887495538285051e-31,2.4135492608561586e-05,9.421821835189493e-23,2.084894820134641e-12,4.85989768063193e-46,3.716594652020172e-12,1.7087012287791148e-33,5.609066593992882e-13,0.7980412589615451,7.186533477400624e-25,4.2204009062217574e-13,2.4331923699223366e-15,2.2288342147237822e-07,5.842119212442349e-07,5.218883656803826e-12,6.2579147493881646e-06,7.31886897112188e-61,0.013104100115300412,3.1183380709601964e-15,7.269855205184077e-06,7.014161737339056e-12,8.64396776874895e-45,5.6457284531592816e-24,9.109079678833922e-29,3.038320151452268e-25,2.210105888694926e-52,0.9999989153764326,7.805945090384082e-11,5.127928844626863e-31,3.3132131536013373e-22,1.4197776951462405e-36,3.5576462927076556e-06,4.174594081883601e-25,1.0687745094513918e-12,4.809997661885353e-05,1.2163784628609034e-08,3.3260173130466923e-06,1.0176417549788888e-09,2.8262206879335224e-23,1.7786786456334388e-17,2.0077368607353754e-10,2.1190308116230014e-11,2.510366683299787e-05,9.250718840158094e-25,1.030175387449397e-16,5.118969027959208e-10,4.4337998227001015e-14
duracell,object,2.112047827673159e-11,0.0015038506064329225,9.118736813279985e-09,1.1771984575004386e-10,4.4594139491266454e-08,1.219491570731239e-06,3.747441887628077e-09,0.028165479830571383,2.432127238952783e-07,2.6882414227520925e-07,4.678029558501865e-09,4.551962109178578e-06,2.9207559589150442e-05,0.9999999948505114,0.9997906480178735,3.0101542040162527e-10,2.778284823151158e-07,4.517270965416708e-06,9.094190227823096e-15,0.00037285805355079845,6.070613426973059e-05,7.515834165211334e-05,9.707407716558291e-08,3.7608446588314855e-05,1.1091069082803001e-06,1.4104325664195836e-08,1.548728282477426e-05,4.752619699370136e-05,0.000643272858203323,9.693117626103482e-11,6.401917482707859e-07,9.857725369874784e-05,0.0013457453853090078,8.291525860860453e-05,2.37056661651539e-06,8.06803622865817e-10,0.00042689122641275556,0.004566638474155442,0.0011028634547751864,0.00012195466177760016,0.10015410196474839,0.00033269083394310274,1.0908979039619597e-07,3.708772069917102e-10,2.139176512006802e-05,8.596944815701633e-06,1.4618415985071223e-06,0.0004997255631191355,1.2887443321942336e-07,1.8307585403922068e-08,1.024236581698625e-08
electric,object,2.8692990904595743e-13,0.0017512373252035513,6.47805533802746e-11,1.0759457093551465e-11,2.2861184726276997e-09,5.8682764429672703e-08,3.68800544138789e-05,0.9969927886678985,1.270275127517439e-10,2.8105738295794125e-06,3.1408687052472743e-15,4.1034047016301504e-05,4.00347684676888e-06,0.9999999945010067,0.999996324057724,1.845297866588118e-10,2.3028567723082088e-08,1.7039884313092271e-06,1.2587986857089765e-16,9.732773314142516e-06,0.015819851612562923,0.00017155670487370499,2.2975872925711055e-06,6.95590721458546e-07,8.566594316193992e-11,6.164893281029738e-10,1.5410027925350086e-08,1.893685492444845e-06,0.9999999999999962,5.895774019037134e-12,3.0261358980799177e-09,0.9993984579791176,8.332195614594569e-05,0.00011828070387207526,9.407362451865637e-06,3.728712436011556e-12,5.688897884733545e-05,0.05746971244783058,1.7555150797619704e-06,1.5279615046580404e-07,0.00022796790680243903,0.0002871107513586261,4.8816637300383e-11,5.761431609414017e-11,6.813496367790468e-06,1.5924627521756978e-05,3.277980673805639e-07,2.6682222664608536e-05,1.8848291357915344e-06,7.948421347871965e-12,3.319698671662791e-08
empty,object,1.0688179328728376e-07,1.4385173861276989e-05,7.425055298237109e-06,1.32166721183495e-10,1.462879527830828e-06,0.9999999975049396,5.368221148460484e-07,5.21437327883958e-05,7.96639675551382e-08,3.74247853269732e-06,1.16339080423308e-06,5.9107810234612837e-05,1.2694888542676364e-07,1.9887167711052044e-05,0.010269520142484547,1.1494363315114888e-08,4.2597827687559326e-07,6.708332440545713e-06,9.05602769928927e-12,0.0002156323845180063,0.00010878365085584226,0.0004755102911733068,3.7722419240659255e-06,3.876163336568202e-06,1.6423872390665684e-05,5.591053029835373e-08,2.0571830251938983e-05,0.0009862620019299073,1.8988398675200813e-10,1.2201732909547681e-07,0.00022749096959285257,2.5530586671572244e-06,5.971343637754075e-06,1.853491496575435e-05,1.9033555108020977e-06,2.1556221183305754e-07,8.91499488015112e-05,0.0011254881507926078,0.9999999953658494,7.33630983693235e-05,0.000505910684439535,0.0001199684971897717,1.110238682643669e-07,3.947377847978247e-10,6.252294733946819e-05,1.818205680305075e-05,1.786100578143644e-07,8.226250880768027e-05,3.152744623242947e-06,2.2348017829545153e-09,1.6903419273428737e-05
erase,object,3.871934190256801e-07,8.364661091679271e-08,3.286621510744117e-08,1.298772872351611e-06,4.411187818521454e-08,2.488876317904263e-06,7.104074999659786e-10,1.2231614918534545e-06,1.5453899328121976e-06,4.490411159387422e-09,7.937917631983837e-10,0.00012121541310162035,0.00043810475711248163,2.4164618719656823e-08,5.488389247613704e-05,2.8740648048501386e-09,2.5945053806409034e-08,3.7597426671079375e-06,4.68185979596965e-11,0.00010205735982180944,3.697962154364753e-06,0.05124415526750729,7.294150485538296e-06,0.0013656982177016105,1.763545083082471e-06,4.434963079603438e-08,3.0243626644825046e-06,3.8525804418799765e-06,6.496906310184451e-09,1.5148376218036748e-07,0.9999998858495632,0.0007898139742190848,7.902633472460593e-06,6.625469447438644e-05,1.0366331573423163e-05,3.689300729997196e-06,3.8558300260057634e-05,9.498517711681153e-05,4.1147579738784435e-05,1.4652030891855906e-05,9.803683963713969e-05,1.989169201743668e-05,2.312787856294314e-12,9.999966905386099e-12,4.0488423012736306e-05,4.322513568911718e-05,5.96369961544555e-06,0.0002631169280103981,1.3586738538183777e-07,2.2812279694198443e-07,5.731036435211618e-07
eraser,object,1.7543922521727894e-07,3.989555602504316e-07,2.0834196654080717e-08,7.655036388946492e-10,5.357381764836213e-07,1.0099545513772891e-05,2.3833127400976397e-07,1.5720673625800548e-05,3.236885095776885e-05,1.1375370477143123e-06,1.0049803184629557e-08,6.91716435399927e-05,2.075226132105703e-09,4.608072245766673e-07,0.0007219880767077087,7.884120007087032e-08,1.1739469221119323e-05,8.540357144875084e-08,4.008422494953232e-14,0.0002662849990010592,0.00012132948968663337,0.00010886032718438885,2.9585440140054316e-07,2.1372443693327946e-05,9.57184995564884e-07,8.473429244952772e-06,0.00217640998466723,5.052839151850269e-06,2.2165859365465605e-12,2.9210901742693907e-10,0.02131891670437038,2.7042449195115003e-05,0.0006521258098765834,2.716346538106829e-05,2.0022589102295177e-06,4.027286922579636e-06,2.590492508272868e-05,0.00016080693749329607,3.2884029866739926e-05,0.0033762811423292496,8.128097367063237e-05,0.9999883392399905,5.615815099288716e-10,1.1666786580458634e-07,1.63060072809323e-05,0.00019892686042837938,9.464617006512884e-06,1.942577745288514e-05,6.19743179407007e-07,1.2763622981859873e-08,4.965301700548146e-07
expo,object,6.831200463342276e-07,6.536048216581344e-07,4.4233932076133894e-07,4.47330792335473e-08,2.3321856701431116e-08,1.548770791388161e-06,6.682216622135192e-09,4.911657122469742e-07,6.83740110051327e-07,9.983537085205858e-09,5.4141399075557026e-08,0.00010711502426887755,0.0003535460293409529,3.0538600699428084e-08,0.00018581477874633884,5.975088792425501e-09,3.6476845683523067e-07,2.3031441136352335e-06,9.789727329874618e-12,0.00018507446082978844,8.002026223167691e-06,0.0015473536783564667,8.044070451152594e-07,0.00016484522506981651,2.4082148348922335e-06,1.4703667798135154e-06,3.744826787179509e-06,7.90680990340522e-06,2.0439023127323814e-10,9.879240161910891e-07,0.9999995441761561,0.00040068307563760483,4.652294558525542e-05,6.722229834737086e-05,1.250364071349685e-05,2.720516733029943e-06,9.634335968123871e-05,7.534075236305258e-05,7.261147461649842e-05,8.331797966882983e-05,9.116658839687076e-05,2.2063309398547542e-05,2.6027141166806625e-11,2.901599250847188e-10,8.508463544706691e-05,2.798539579814298e-05,3.4243628354902023e-06,9.820003572331173e-05,2.542155594670761e-07,3.88249419034402e-07,2.2193655957643826e-06
facial,object,1.3295607963960493e-08,6.642708188539476e-06,1.8730414680789743e-07,4.117027100077538e-09,1.8574635722450024e-06,5.037176042594527e-05,1.0791192870966678e-07,2.4450254927680455e-05,1.5825800480904887e-05,1.3657864837786858e-05,7.046916482924147e-06,2.574208561897484e-06,2.0433256900011793e-06,4.097494665874374e-06,0.0010438428391634732,8.20689415418784e-08,0.00024173564411044727,2.5986647047048246e-07,5.908555496335664e-12,0.0006593056937028361,0.00012488802290256006,0.000411322947544939,6.833121617376744e-07,0.00016029708397835235,4.0436711404329633e-07,4.1952541801872886e-09,0.9999625101702024,2.2509051600692026e-05,2.0398183525001037e-11,8.858364875292546e-09,0.0005982918416770463,3.061470323040852e-07,1.5448957631924576e-05,3.1177464633793025e-05,3.7190458258441755e-06,2.639256309367252e-07,4.3634781763193185e-05,0.001249403871036838,0.00018942238919930849,0.0022839534490379783,6.550945830972605e-05,0.0013776947827491776,3.937289725251286e-11,2.378951703207857e-11,0.00010425519714402028,7.773647686024044e-05,0.0001075162484382181,8.363410740600125e-05,8.996995858612104e-07,1.2019306782677876e-09,2.6726659135510623e-07
felt,object,6.573972233060257e-07,6.740054384740263e-07,1.7841380861562602e-07,1.5780071517647928e-07,1.382691710158246e-07,3.804274507431949e-06,1.551819429729927e-08,7.227434899873529e-07,6.305065633476464e-07,1.7539886220546753e-08,1.420126698652982e-08,0.00023837107283197697,0.00023294799225464594,1.218271188595414e-07,0.0001771384524717985,1.5456084922886068e-08,2.1708215665168862e-07,8.074476526917322e-06,1.5255979221804279e-09,0.0001754247757800398,6.846410093491898e-05,0.7370523200872299,1.8983520524738713e-06,6.357773007918538e-05,3.5672125491087823e-06,4.143177192831196e-06,2.579282086405539e-06,7.960278429477203e-06,1.5411344079379085e-09,1.8476120868146751e-06,0.9999982322003932,0.0007119435629932773,3.215979054182768e-05,6.845405561980368e-05,1.3964284935000006e-05,5.0539462178141395e-06,0.00011758926093959967,8.302880600754611e-05,7.614273497143227e-05,0.00016063469689732757,0.0001223981644428397,0.00016191499210892456,1.7805811242503622e-11,1.2497900936791524e-09,8.775606792084304e-05,7.476859292560049e-05,4.751337342757059e-06,0.00011685845551487838,1.3489671494314463e-07,7.127072435846647e-07,2.633402170484831e-06
fiber,object,8.117720857497787e-10,2.1565398907012048e-05,2.8883172546398733e-11,6.798025136939425e-08,1.8910829139483972e-14,7.015893681850659e-07,3.962693995751211e-09,1.1644780978554927e-05,4.820284567111054e-06,4.092869378230345e-09,1.3574583810579772e-16,7.2030262524182406e-06,3.6255248105297316e-11,0.00018981677144689377,1.720481329513287e-05,8.574293131413353e-06,0.9923861353876821,8.568323186485594e-09,1.830858567916441e-10,0.0011147666081160507,0.0002950076411109454,0.00010955842916674732,4.615199086901327e-06,1.6802867428124028e-07,2.892620402568634e-07,4.3943219946934774e-16,0.00014389776019103917,0.00019859914204930953,1.6585613395139975e-07,6.020527324145799e-08,0.00013369703290262228,5.3497841406068335e-06,0.025438203711602367,1.4239058280930653e-05,8.204343695422113e-06,1.8138467065849916e-08,0.0003181113723703952,3.1604535416270106e-06,7.487377110898515e-05,3.74550015359562e-05,0.0005096767688973745,0.09015785650980092,1.917012629766491e-12,1.0435052184394034e-08,0.0007914385488053656,2.680484347710141e-07,1.0636752149289671e-08,0.00014233223209083126,8.076954951291411e-08,2.6655480446845446e-13,5.969724488168994e-09
flakes,object,6.705066377683216e-12,1.974435979644532e-06,8.580405055190039e-14,3.505204786295778e-13,1.2680817193699164e-10,6.021317789668348e-05,8.316181422948824e-08,0.0015541020314397843,1.1175478187630683e-08,5.173672049984757e-08,0.9988127380744444,3.727297980495722e-09,2.3618122182746196e-07,6.157306337935968e-05,0.006729246210623077,9.106928950630736e-08,4.4476908500232894e-06,1.6338535302069455e-06,2.540587904839251e-16,5.17867961076591e-09,2.5334012115633114e-05,4.41617310841838e-06,2.0979227680122008e-14,1.0116135649751635e-06,6.554720563557564e-07,2.022878813383403e-11,6.0597576783954915e-06,6.105047552267637e-06,2.2386852720753928e-07,9.608163835860308e-17,2.0146733901094245e-08,0.016734591183948374,8.906976171674131e-05,9.225635374920505e-05,8.417232697909559e-07,4.008235729034968e-09,3.0393865639358235e-09,1.197602926500796e-07,1.3199780989947745e-05,9.222145412694842e-06,1.274276839978433e-05,0.0002363508218091163,3.318227201100433e-05,4.3338900320873985e-19,2.181129043318595e-06,1.548847162662624e-06,2.4023380105115613e-07,1.5956176487960335e-05,1.832314496991353e-08,5.974794448980779e-09,6.568433053228339e-08
flashlight,object,2.252111777764171e-09,0.00021525406184669208,1.2756185616044132e-07,3.7463395976097855e-09,3.2388158125228053e-08,1.2409053509528695e-07,1.759162664898293e-08,0.13293576058998247,4.8492978949169274e-08,1.3774437708577078e-06,2.8214276477112315e-11,7.396326178396324e-06,0.0011461362040911017,0.9990260192222615,0.9999998462866947,5.987943212113521e-10,2.4064903608903785e-07,2.988321979685278e-07,3.503276254438498e-14,8.023964207331729e-05,0.00017595578804695974,3.1752029047119335e-05,4.164139435040321e-07,3.9319821118258295e-05,4.3070120958843893e-07,2.3523126083246083e-06,1.7057369228735754e-05,0.0004035696107895644,0.0008175170519967449,2.9976549437030675e-09,3.987769081254906e-05,0.005961065716345471,0.0032984933671081473,4.165459291406032e-06,1.5066546911003885e-05,2.0815565193797785e-09,1.5427581925191075e-05,0.00036781950696877157,3.680641230842471e-05,2.130076641258234e-05,3.518215889108906e-06,0.0007784497739947198,2.867364716762543e-07,8.93580441938174e-09,7.84922773578953e-06,5.585702779424648e-06,2.5782162921533955e-06,0.0001629533099672553,4.864581666355218e-06,1.5897504036117931e-07,3.210664571989675e-08
flip,object,1.2030807772822288e-08,0.0006030550296708083,9.236830164064488e-12,4.94366234260946e-10,3.152808774424786e-07,1.548651608147849e-06,0.0019646722533572286,0.0038164633401747035,3.328554605997405e-07,0.9999922439512738,7.611167805625785e-12,2.4342384168470486e-06,4.453296944177831e-08,0.02326741328515912,0.01449246306765452,1.4519188086614393e-09,5.939928955071046e-07,8.101638275119519e-07,9.353106302090549e-12,0.001546964543143853,0.0002261662323882366,0.03293019333441971,2.8659153461358536e-09,7.951378208112417e-05,1.3420519176170868e-07,3.0867084242988363e-07,4.197525696032513e-06,1.545883207640511e-06,4.9976344883314516e-09,1.47623499282366e-10,8.561643366460846e-05,1.890518776699679e-06,1.2066110502798744e-06,5.260927483836952e-05,4.921674165039081e-06,5.755856379837886e-08,3.550526718495322e-05,0.04603594528204578,0.0003681756666862176,0.00023141738133361267,1.3548567691908652e-06,7.68502408959309e-05,9.44180457045807e-10,9.674255905294009e-13,0.00024536266433753767,6.492713615714284e-05,0.013040023086116626,6.873437992894713e-05,1.323303914011772e-09,3.85594849292234e-08,1.9409371236760035e-06
folded,object,6.557732599508743e-08,6.02687449173368e-06,7.291108479219623e-06,1.0128119164421415e-09,1.2847302441896274e-06,4.455768088998077e-06,1.0308420514105561e-09,2.2868666087225137e-06,1.861882796967378e-06,4.3136292773182206e-07,2.0115098194331704e-11,0.000411005010677378,2.6002451203325116e-06,1.8286594528100496e-07,0.0012473743233860676,1.4573228567620833e-12,2.679428811907112e-08,2.6218054170356826e-07,1.384939678463215e-17,0.00017211280210286116,0.00025188550832828336,4.0018567782140865e-05,4.57937676085615e-08,0.9999999281782992,2.2587055781354423e-08,1.1085059019618465e-08,3.6268466992933362e-06,2.3947191024195026e-06,1.5079292008175092e-10,3.3861987690494006e-07,0.004243096825337994,4.1214517245536394e-06,0.011052225433554715,1.902220098848971e-05,4.051033412521816e-06,1.50588079596441e-07,4.747985345086374e-05,0.0001549477565418812,0.000989085412217939,0.0001588561431983288,1.5448730120160066e-05,0.00011279511300916039,7.220668375903849e-11,3.1017578435544696e-12,2.9620151397961267e-05,1.3353569739362953e-05,5.3447211827854696e-06,0.00029817354750533376,4.2658648063281657e-07,1.1302130034839965e-08,3.0079360915145067e-08
folder,object,2.646760988532929e-10,2.0085735957334298e-05,1.4978427436196866e-06,7.786173778604432e-13,0.9999966110121008,0.00011799404776721993,1.3007717077305943e-08,6.17455554587287e-07,9.286892084747861e-07,7.630335727809894e-05,1.2016244942953377e-07,0.0007164027302512088,2.9132098719870347e-05,8.113188947151892e-07,0.0002921459491398203,1.0596519246347054e-11,4.799610743582034e-11,6.384409305746825e-08,3.895684281169007e-19,5.816245023748975e-05,0.0009577913730588348,0.0006455367677364363,6.792738611589192e-14,1.2844856864929084e-05,1.1472094483583504e-06,1.0102285924756387e-06,7.082819005535401e-06,7.30715815037584e-05,1.1004166491739806e-16,7.656720113847182e-11,0.007358532477148238,2.8809029667888547e-06,0.019633559437296264,6.189133857015993e-05,2.120751390551241e-06,9.576139598950736e-10,2.8539961710602294e-05,0.08953388552690883,3.616066276832782e-06,0.007457751932415624,5.55036102196698e-05,0.16961547100900864,3.0201142089782684e-11,5.27214251099722e-10,2.5372767777083904e-06,0.004249399631118302,1.251909087902582e-05,1.9779303363077665e-05,2.00471809391322e-06,1.77173324735332e-09,5.065067185861134e-09
